articleName,articleTime,articleUrl,articleWriter
Исследование точности метода градиентного бустинга со случайными поворотами,2016 ,https://cyberleninka.ru/article//article/n/issledovanie-tochnosti-metoda-gradientnogo-bustinga-so-sluchaynymi-povorotami, Китов Виктор Владимирович
Метод машин опорных векторов для прогнозирования показателей инвестиций,2016 ,https://cyberleninka.ru/article//article/n/metod-mashin-opornyh-vektorov-dlya-prognozirovaniya-pokazateley-investitsiy," Китова Ольга Викторовна, Колмаков Игорь Борисович, Пеньков Илья Андреевич"
Инжиниринг интеллектуальных обучающих систем ВУЗа,2016 ,https://cyberleninka.ru/article//article/n/inzhiniring-intellektualnyh-obuchayuschih-sistem-vuza, Трембач Василий Михайлович
Идентификация пользователя в различных социальных сетях по средствам анализа социальных связей пользователя и атрибутов профиля,2016 ,https://cyberleninka.ru/article//article/n/identifikatsiya-polzovatelya-v-razlichnyh-sotsialnyh-setyah-po-sredstvam-analiza-sotsialnyh-svyazey-polzovatelya-i-atributov-profilya," Лапенок Марина Вадимовна, Патрушева Ольга Михайловна"
Поддержка инклюзивного обучения студентов с ограниченными возможностями по слуху на основе удаленного и компьютерного сурдоперевода,2016 ,https://cyberleninka.ru/article//article/n/podderzhka-inklyuzivnogo-obucheniya-studentov-s-ogranichennymi-vozmozhnostyami-po-sluhu-na-osnove-udalennogo-i-kompyuternogo," Гриф Михаил Геннадьевич, Мануева Юлия Сергеевна"
Библиотерапия как один из инструментов подготовки специалистов социогуманитарной сферы,2016 ,https://cyberleninka.ru/article//article/n/biblioterapiya-kak-odin-iz-instrumentov-podgotovki-spetsialistov-sotsiogumanitarnoy-sfery, Сахаева С.И.
Построение карт местности робототехническими системами,2016 ,https://cyberleninka.ru/article//article/n/postroenie-kart-mestnosti-robototehnicheskimi-sistemami," Шварц Д., Куприянов Д.В."
Представление и обработка данных о преступлениях с помощью компьютерной техники,2016 ,https://cyberleninka.ru/article//article/n/predstavlenie-i-obrabotka-dannyh-o-prestupleniyah-s-pomoschyu-kompyuternoy-tehniki, Архангельская Екатерина Владиславовна
Использование информационных технологий в нотариальной деятельности,2016 ,https://cyberleninka.ru/article//article/n/ispolzovanie-informatsionnyh-tehnologiy-v-notarialnoy-deyatelnosti-1, Брянцева Ольга Владимировна
Интеграция интернет-ресурсов в обучение иностранному языку: на материале французского языка,2015 ,https://cyberleninka.ru/article//article/n/integratsiya-internet-resursov-v-obuchenie-inostrannomu-yazyku-na-materiale-frantsuzskogo-yazyka, Кудряшова Софья Владимировна
Цифровой шум изображения и его прикладное значение в криминалистике,2015 ,https://cyberleninka.ru/article//article/n/tsifrovoy-shum-izobrazheniya-i-ego-prikladnoe-znachenie-v-kriminalistike, Зотов Павел Вячеславович
Возможности справочной правовой системы КонсультантПлюс для повышения профессионального уровня специалистов различного профиля,2014 ,https://cyberleninka.ru/article//article/n/vozmozhnosti-spravochnoy-pravovoy-sistemy-konsultantplyus-dlya-povysheniya-professionalnogo-urovnya-spetsialistov-razlichnogo, Брянцева Ольга Владимировна
Поиск информации средствами библиотечно-информационной системы Web-ИРБИС,2014 ,https://cyberleninka.ru/article//article/n/poisk-informatsii-sredstvami-bibliotechno-informatsionnoy-sistemy-web-irbis, Ересько Полина Владимировна
Визуализация слабовидимых номеров автомобилей в цифровых изображениях,2012 ,https://cyberleninka.ru/article//article/n/vizualizatsiya-slabovidimyh-nomerov-avtomobiley-v-tsifrovyh-izobrazheniyah, Зотов Павел Вячеславович
Обработка экспериментальных данных на основе «Методики сдвига» при интерполяции кубическими сплайнами,2016 ,https://cyberleninka.ru/article//article/n/obrabotka-eksperimentalnyh-dannyh-na-osnove-metodiki-sdviga-pri-interpolyatsii-kubicheskimi-splaynami, Федорук Владимир Аркадьевич
Алгоритм установки оси приспособления для автоматизированного контроля поверхностей качения деталей буровых долот,2016 ,https://cyberleninka.ru/article//article/n/algoritm-ustanovki-osi-prisposobleniya-dlya-avtomatizirovannogo-kontrolya-poverhnostey-kacheniya-detaley-burovyh-dolot," Четвериков Борис Сергееевич, Чепчуров Михаил Сергееевич, Дуганов Владимир Яковлевич"
Оценка идентификационных возможностей особенностей работы пользователя с компьютерной мышью,2015 ,https://cyberleninka.ru/article//article/n/otsenka-identifikatsionnyh-vozmozhnostey-osobennostey-raboty-polzovatelya-s-kompyuternoy-myshyu," Борисов Роман Владимирович, Зверев Дмитрий Николаевич, Сулавко Алексей Евгеньевич, Писаренко Виктор Юрьевич"
Система автоматизированного планирования эксперимента и получения уравнения регрессии,2014 ,https://cyberleninka.ru/article//article/n/sistema-avtomatizirovannogo-planirovaniya-eksperimenta-i-polucheniya-uravneniya-regressii," Селезнева Елена Викторовна, Юрина Татьяна Александровна"
Математическая модель описания процесса доставки груза в прямых цепях поставок,2014 ,https://cyberleninka.ru/article//article/n/matematicheskaya-model-opisaniya-protsessa-dostavki-gruza-v-pryamyh-tsepyah-postavok," Мочалин Сергей Михайлович, Тюкина Людмила Владимировна"
Разграничение доступа к информации на основе скрытого мониторинга пользователей компьютерных систем: непрерывная идентификация,2014 ,https://cyberleninka.ru/article//article/n/razgranichenie-dostupa-k-informatsii-na-osnove-skrytogo-monitoringa-polzovateley-kompyuternyh-sistem-nepreryvnaya-identifikatsiya," Еременко Александр Валерьевич, Левитская Елена Андреевна, Сулавко Алексей Евгеньевич, Самотуга Александр Евгеньевич"
Оценка выигрыша во времени обработки при аппаратно-ориентированной классификации бинарных отношений вершин граф-схем параллельных алгоритмов,2015 ,https://cyberleninka.ru/article//article/n/otsenka-vyigrysha-vo-vremeni-obrabotki-pri-apparatno-orientirovannoy-klassifikatsii-binarnyh-otnosheniy-vershin-graf-shem-parallelnyh, Мартынов Илья Александрович
"Аналитическая модель формирования динамических переменных, отражающих состояние исследуемых вычислительных сетей",2015 ,https://cyberleninka.ru/article//article/n/analiticheskaya-model-formirovaniya-dinamicheskih-peremennyh-otrazhayuschih-sostoyanie-issleduemyh-vychislitelnyh-setey," Плашенков Валерий Владимирович, Тамп Валерий Леонидович, Тамп Никита Валерьевич"
Метод стеганографического преобразования информации в гибридный звуковой контейнер,2015 ,https://cyberleninka.ru/article//article/n/metod-steganograficheskogo-preobrazovaniya-informatsii-v-gibridnyy-zvukovoy-konteyner," Стародубцев Денис Евгеньевич, Плашенков Валерий Владимирович"
Имитационная модель потоков запросов на передачу кадров в информационно-вычислительной сети,2015 ,https://cyberleninka.ru/article//article/n/imitatsionnaya-model-potokov-zaprosov-na-peredachu-kadrov-v-informatsionno-vychislitelnoy-seti," Тамп Валерий Леонидович, Тамп Никита Валерьевич, Кузьмин Александр Александрович"
О построении универсальной модели представления информационной среды в технических системах,2015 ,https://cyberleninka.ru/article//article/n/o-postroenii-universalnoy-modeli-predstavleniya-informatsionnoy-sredy-v-tehnicheskih-sistemah," Швецов Анатолий Николаевич, Дианов Сергей Владимирович"
"Развитие мыслительных процессов школьников, их психических состояний как следствие применения виртуальных математических программ",2014 ,https://cyberleninka.ru/article//article/n/razvitie-myslitelnyh-protsessov-shkolnikov-ih-psihicheskih-sostoyaniy-kak-sledstvie-primeneniya-virtualnyh-matematicheskih-programm, Побокин Павел Анатольевич
Интеллектуальный модуль системы управления ускоренным охлаждением листового проката,2014 ,https://cyberleninka.ru/article//article/n/intellektualnyy-modul-sistemy-upravleniya-uskorennym-ohlazhdeniem-listovogo-prokata," Богачев Дмитрий Владимирович, Ершов Евгений Валентинович, Варфоломеев Игорь Андреевич"
Оценка частоты обновления информации в видеопотоке индикации бортовых геоинформационных данных авионики,2014 ,https://cyberleninka.ru/article//article/n/otsenka-chastoty-obnovleniya-informatsii-v-videopotoke-indikatsii-bortovyh-geoinformatsionnyh-dannyh-avioniki," Костишин Максим Олегович, Жаринов Игорь Олегович, Жаринов Олег Олегович, Богданов Андрей Викторович"
Об особенностях актуализации грамматико-орфографических знаний обучающихся с дизорфографией,2014 ,https://cyberleninka.ru/article//article/n/ob-osobennostyah-aktualizatsii-grammatiko-orfograficheskih-znaniy-obuchayuschihsya-s-dizorfografiey, Прищепова Ирина Владимировна
Средства автоматизированного контроля мультипроцессорных многомодульных бортовых вычислительных систем,2014 ,https://cyberleninka.ru/article//article/n/sredstva-avtomatizirovannogo-kontrolya-multiprotsessornyh-mnogomodulnyh-bortovyh-vychislitelnyh-sistem," Книга Екатерина Викторовна, Жаринов Игорь Олегович"
Методика быстрого обучения программированию на основе изучения классов задач (16-17),2016 ,https://cyberleninka.ru/article//article/n/metodika-bystrogo-obucheniya-programmirovaniyu-na-osnove-izucheniya-klassov-zadach-16-17, Аляев Юрий Александрович
Разработка браузерной профориентационной игры,2016 ,https://cyberleninka.ru/article//article/n/razrabotka-brauzernoy-proforientatsionnoy-igry," Товбис Елена Михайловна, Лис Елена Валерьевна"
Моделирование в лучевой диагностике,2016 ,https://cyberleninka.ru/article//article/n/modelirovanie-v-luchevoy-diagnostike, Номоконов Иван Борисович
Метод автоматизированной генерации контрольно-тестовых заданий из текста учебных материалов,2014 ,https://cyberleninka.ru/article//article/n/metod-avtomatizirovannoy-generatsii-kontrolno-testovyh-zadaniy-iz-teksta-uchebnyh-materialov," Куртасов Андрей Михайлович, Швецов Анатолий Николаевич"
Агентный подход с применением нечетких множеств для задачи синтаксического анализа текста,2014 ,https://cyberleninka.ru/article//article/n/agentnyy-podhod-s-primeneniem-nechetkih-mnozhestv-dlya-zadachi-sintaksicheskogo-analiza-teksta, Никуличев Андрей Викторович
Мобильная автоматизированная система инвентаризации металлургической продукции и обеспечения безопасности в складских помещениях и используемый в ней метод анализа изображений на основе сверточной нейронной сети,2014 ,https://cyberleninka.ru/article//article/n/mobilnaya-avtomatizirovannaya-sistema-inventarizatsii-metallurgicheskoy-produktsii-i-obespecheniya-bezopasnosti-v-skladskih, Пыж Сергей Викторович
Построение модели изображения и ее применение в задачах детектирования объектов,2014 ,https://cyberleninka.ru/article//article/n/postroenie-modeli-izobrazheniya-i-ee-primenenie-v-zadachah-detektirovaniya-obektov," Копылов Иван Владимирович, Малыгин Леонид Леонидович"
Метод интеграции онтологий разнородных источников данных в АСУП,2013 ,https://cyberleninka.ru/article//article/n/metod-integratsii-ontologiy-raznorodnyh-istochnikov-dannyh-v-asup," Кузнецов Дмитрий Павлович, Ржеуцкая Светлана Юрьевна"
Анализ атакующих действий - ударов в ворота и передач мяча при использовании разных тактических систем в мине-футболе (футзале),2014 ,https://cyberleninka.ru/article//article/n/analiz-atakuyuschih-deystviy-udarov-v-vorota-i-peredach-myacha-pri-ispolzovanii-raznyh-takticheskih-sistem-v-mine-futbole-futzale," Якимишин И.Д., Бабич А.М., Стахив Н.Н., Ковтун А.А."
Комп’ютерне моделювання обраної професійної діяльності,2013 ,https://cyberleninka.ru/article//article/n/komp-yuterne-modelyuvannya-obranoyi-profesiynoyi-diyalnosti," Козій Б.І., Драч М.П., Степанюк О.І."
Методика роботи з комп'ютерною системою для нагромадження та аналізу даних метеорологічного моніторингу,2010 ,https://cyberleninka.ru/article//article/n/metodika-roboti-z-kompyuternoyu-sistemoyu-dlya-nagromadzhennya-ta-analizu-danih-meteorologichnogo-monitoringu, Козій Б.І.
Гравітаційні моделі як моделі розміщення,2009 ,https://cyberleninka.ru/article//article/n/gravitatsiyni-modeli-yak-modeli-rozmischennya," Єлейко О.І., Степанюк О.І., Кінаш О.М., Кінаш І.С."
Computer as a threat or an opportunity for development of children,2014 ,https://cyberleninka.ru/article//article/n/computer-as-a-threat-or-an-opportunity-for-development-of-children, Beata Hoffmann
Автоформализация фрагментов Java-кода для UML-моделей,2009 ,https://cyberleninka.ru/article//article/n/avtoformalizatsiya-fragmentov-java-koda-dlya-uml-modeley," Лукашев Дмитирий Андреевич, Котляров Всеволод Павлович, Юсупов Ю.В."
Автоматизация формализации требований к программным проектам,2009 ,https://cyberleninka.ru/article//article/n/avtomatizatsiya-formalizatsii-trebovaniy-k-programmnym-proektam," Котляров Всеволод Павлович, Петров Алексей Викторович"
Остаточное тестирование клиентского приложения по протоколу xmpp,2009 ,https://cyberleninka.ru/article//article/n/ostatochnoe-testirovanie-klientskogo-prilozheniya-po-protokolu-xmpp," Марченков Евгений Юрьевич, Котляров Всеволод Павлович"
Моделирование процессов распространения заряженных частиц и жёсткого электромагнитного излучения с использованием технологий высокопроизводительных и распределённых вычислений,2009 ,https://cyberleninka.ru/article//article/n/modelirovanie-protsessov-rasprostraneniya-zaryazhennyh-chastits-i-zhyostkogo-elektromagnitnogo-izlucheniya-s-ispolzovaniem," Ананько Сергей Станиславович, Кавригин Павел Сергеевич, Мерц Сергей Павлович, Немнюгин Сергей Андреевич, Толушкин Семен Григорьевич"
Комплексный подход к разработке высокопроизводительных кластерных вычислительных систем,2009 ,https://cyberleninka.ru/article//article/n/kompleksnyy-podhod-k-razrabotke-vysokoproizvoditelnyh-klasternyh-vychislitelnyh-sistem, Цветкова Юлия Александровна
Анализ влияния служебной информации методов маршрутизации на обьем доступных сетевых ресурсов,2009 ,https://cyberleninka.ru/article//article/n/analiz-vliyaniya-sluzhebnoy-informatsii-metodov-marshrutizatsii-na-obiem-dostupnyh-setevyh-resursov," Новиков Сергей Николаевич, Буров Артем Анатольевич"
Обеспечение конфиденциальности передаваемой информации на сетевом уровне,2009 ,https://cyberleninka.ru/article//article/n/obespechenie-konfidentsialnosti-peredavaemoy-informatsii-na-setevom-urovne," Новиков Сергей Николаевич, Солонская Оксана Игоревна"
Использование информационных критериев для оценки иерархических диалоговых систем,2009 ,https://cyberleninka.ru/article//article/n/ispolzovanie-informatsionnyh-kriteriev-dlya-otsenki-ierarhicheskih-dialogovyh-sistem, Мещеряков Роман Валерьевич
Самолечение и эффективность встраиваемых баз данных,2009 ,https://cyberleninka.ru/article//article/n/samolechenie-i-effektivnost-vstraivaemyh-baz-dannyh," Белова Наталья Сергеевна, Брейман Александр Давидович"
Метод планирования тестирования сложных программных комплексов на этапах проектирования и разработки,2009 ,https://cyberleninka.ru/article//article/n/metod-planirovaniya-testirovaniya-slozhnyh-programmnyh-kompleksov-na-etapah-proektirovaniya-i-razrabotki," Тырва Алексей Владимирович, Хомоненко Анатолий Дмитриевич"
Организация снимка памяти на основе nk-схемы при наложении ограничений темпа и порядка доступа,2009 ,https://cyberleninka.ru/article//article/n/organizatsiya-snimka-pamyati-na-osnove-nk-shemy-pri-nalozhenii-ogranicheniy-tempa-i-poryadka-dostupa," Соколов Евгений Владимирович, Кудрин Максим Юрьевич, Тормасов Александр Геннадьевич"
Программные средства информационной поддержки радиоэлектронной САПР,2009 ,https://cyberleninka.ru/article//article/n/programmnye-sredstva-informatsionnoy-podderzhki-radioelektronnoy-sapr, Мухин Евгений Владимирович
Система видеонаблюдения с общим сервером в сети Интернет,2009 ,https://cyberleninka.ru/article//article/n/sistema-videonablyudeniya-s-obschim-serverom-v-seti-internet, Близнюк Алексей Владимирович
Модели и методы описания политики безопасности для управления доступом в распределенных информационных системах,2009 ,https://cyberleninka.ru/article//article/n/modeli-i-metody-opisaniya-politiki-bezopasnosti-dlya-upravleniya-dostupom-v-raspredelennyh-informatsionnyh-sistemah," Титов Антон Витальевич, Скиба Владимир Юрьевич, Силиненко Александр Витальевич, Рыжов Юрий Николаевич"
Алгоритмическое обеспечение растрирования при допечатной подготовке оргиналов,2009 ,https://cyberleninka.ru/article//article/n/algoritmicheskoe-obespechenie-rastrirovaniya-pri-dopechatnoy-podgotovke-orginalov, Яковлева Елена Сергеевна
Принципы построения модели интеграции образовательных сред и системы управления учебным процессом вуза,2009 ,https://cyberleninka.ru/article//article/n/printsipy-postroeniya-modeli-integratsii-obrazovatelnyh-sred-i-sistemy-upravleniya-uchebnym-protsessom-vuza," Калмыкова Светлана Владимировна, Карпова Татьяна Сергеевна, Сурыгин Александр Игоревич"
Об использовании графов понятий для структурирования и управления информацией в автоматизированных обучающих системах,2009 ,https://cyberleninka.ru/article//article/n/ob-ispolzovanii-grafov-ponyatiy-dlya-strukturirovaniya-i-upravleniya-informatsiey-v-avtomatizirovannyh-obuchayuschih-sistemah, Тазетдинов Андрей Дамирович
Проблема человеко-машинного интерфейса в информационных системах,2009 ,https://cyberleninka.ru/article//article/n/problema-cheloveko-mashinnogo-interfeysa-v-informatsionnyh-sistemah, Сухов Антон Александрович
Технология сетевого доступа к программной среде matlab на основе кластерной вычислительной системы,2009 ,https://cyberleninka.ru/article//article/n/tehnologiya-setevogo-dostupa-k-programmnoy-srede-matlab-na-osnove-klasternoy-vychislitelnoy-sistemy," Болдырев Юрий Яковлевич, Варгаузин Виктор Анатольевич, Петухов Евгений Павлович, Цикин Игорь Анатольевич"
Эффективные методы выделения движения объектов в последовательности изображений,2009 ,https://cyberleninka.ru/article//article/n/effektivnye-metody-vydeleniya-dvizheniya-obektov-v-posledovatelnosti-izobrazheniy," Казаков Борис Борисович, Ивановский Сергей Алексеевич"
Концептуальное представление предметных задач поискового конструирования физического принципа действия чувствительных элементов,2011 ,https://cyberleninka.ru/article//article/n/kontseptualnoe-predstavlenie-predmetnyh-zadach-poiskovogo-konstruirovaniya-fizicheskogo-printsipa-deystviya-chuvstvitelnyh," Проталинский Олег Мирославович, Хоменко Татьяна Владимировна"
Разработка модели иерархической оперативной памяти вычислительной системы,2011 ,https://cyberleninka.ru/article//article/n/razrabotka-modeli-ierarhicheskoy-operativnoy-pamyati-vychislitelnoy-sistemy," Мамутова Ольга Вячеславовна, Филиппов Алексей Семенович"
Формализм для описания частичных спецификаций компонентов программного окружения,2011 ,https://cyberleninka.ru/article//article/n/formalizm-dlya-opisaniya-chastichnyh-spetsifikatsiy-komponentov-programmnogo-okruzheniya," Ицыксон Владимир Михайлович, Зозуля Алексей Викторович"
Исследование сетевого трафика магистрального интернет-канала,2011 ,https://cyberleninka.ru/article//article/n/issledovanie-setevogo-trafika-magistralnogo-internet-kanala," Поршнев Сергей Владимирович, Гребенкин Михаил Константинович"
Пространственный анализ объектов управления территорией,2011 ,https://cyberleninka.ru/article//article/n/prostranstvennyy-analiz-obektov-upravleniya-territoriey," Лазарев Евгений Михайлович, Аксёнов Константин Александрович"
Оптимизация налогового администрирования с помощью процессного подхода к управлению,2011 ,https://cyberleninka.ru/article//article/n/optimizatsiya-nalogovogo-administrirovaniya-s-pomoschyu-protsessnogo-podhoda-k-upravleniyu," Руденко Наталья Александровна, Комаров Михаил Петрович"
Средства быстрой разработки предметно-ориентированных решений в metacasе-средстве QReal,2011 ,https://cyberleninka.ru/article//article/n/sredstva-bystroy-razrabotki-predmetno-orientirovannyh-resheniy-v-metacase-sredstve-qreal," Кузенкова Анастасия Сергеевна, Дерипаска Анна Олеговна, Таран Кирилл Сергеевич, Подкопаев Антон Викторович, Литвинов Юрий Викторович, Брыксин Тимофей Александрович"
Архитектура сервиса для решения ресурсоемких задач в распределенной вычислительной среде,2011 ,https://cyberleninka.ru/article//article/n/arhitektura-servisa-dlya-resheniya-resursoemkih-zadach-v-raspredelennoy-vychislitelnoy-srede," Лукашин Алексей Андреевич, Лукашин Антон Андреевич, Тютин Борис Викторович, Котляров Всеволод Павлович"
Автоматическая настройка тестового окружения телекоммуникационных проектов,2011 ,https://cyberleninka.ru/article//article/n/avtomaticheskaya-nastroyka-testovogo-okruzheniya-telekommunikatsionnyh-proektov," Веселов Алексей Олегович, Иванов Александр Сергеевич, Тютин Борис Викторович, Котляров Всеволод Павлович"
Интеграция расписания учебных курсов факультета с порталом SharePoint,2011 ,https://cyberleninka.ru/article//article/n/integratsiya-raspisaniya-uchebnyh-kursov-fakulteta-s-portalom-sharepoint, Королев Дмитрий Николаевич
Модель определения первичного контента среди множества web-документов,2011 ,https://cyberleninka.ru/article//article/n/model-opredeleniya-pervichnogo-kontenta-sredi-mnozhestva-web-dokumentov, Неелова Наталия Валериевна
Поддержка принятия решений при управлении взаимодействующими строительными процессами,2011 ,https://cyberleninka.ru/article//article/n/podderzhka-prinyatiya-resheniy-pri-upravlenii-vzaimodeystvuyuschimi-stroitelnymi-protsessami," Низамутдинова Роксана Ильдаровна, Федорова Наталья Ивановна"
Модель потребления ресурсов для взаимозависимых процессов с учетом истории обращений,2011 ,https://cyberleninka.ru/article//article/n/model-potrebleniya-resursov-dlya-vzaimozavisimyh-protsessov-s-uchetom-istorii-obrascheniy," Тименков Юрий Владимирович, Тименкова Дарья Валерьевна, Антышев Евгений Павлович"
Методы и модели искусственного интеллекта в анализе данных и принятии решений,2011 ,https://cyberleninka.ru/article//article/n/metody-i-modeli-iskusstvennogo-intellekta-v-analize-dannyh-i-prinyatii-resheniy, Ахатова Чулпан Фаилевна
Оптимизация структуры комплекса технических средств в информационно-управляющих системах государственного управления,2011 ,https://cyberleninka.ru/article//article/n/optimizatsiya-struktury-kompleksa-tehnicheskih-sredstv-v-informatsionno-upravlyayuschih-sistemah-gosudarstvennogo-upravleniya," Лепешкин Олег Михайлович, Гаппоев Расул Солтанович"
Проектирование подсистем сетевого обмена данными для встраиваемых устройств управления на основе микроконтроллеров,2011 ,https://cyberleninka.ru/article//article/n/proektirovanie-podsistem-setevogo-obmena-dannymi-dlya-vstraivaemyh-ustroystv-upravleniya-na-osnove-mikrokontrollerov," Васильев Алексей Евгеньевич, Мурго Андрей Игоревич"
Цифровая обработка спутниковых ЛЧМ-сигналов в реальном времени средствами ПЛИС Xilinx,2011 ,https://cyberleninka.ru/article//article/n/tsifrovaya-obrabotka-sputnikovyh-lchm-signalov-v-realnom-vremeni-sredstvami-plis-xilinx," Тутыгин Владимир Семенович, Южаков Андрей Васильевич"
Автоматизированный реинжиниринг цифровых устройств на основе HDL-СПЕЦИФИКАЦИй,2011 ,https://cyberleninka.ru/article//article/n/avtomatizirovannyy-reinzhiniring-tsifrovyh-ustroystv-na-osnove-hdl-spetsifikatsiy, Максименко Сергей Леонидович
Организация и проектирование высоконадежных вычислительных систем,2011 ,https://cyberleninka.ru/article//article/n/organizatsiya-i-proektirovanie-vysokonadezhnyh-vychislitelnyh-sistem," Глухих Михаил Игоревич, Максименко Сергей Леонидович, Мелехин Виктор Федорович, Филиппов Алексей Семенович"
"Тестирование цифровых систем, заданных высокоуровневыми спецификациями",2011 ,https://cyberleninka.ru/article//article/n/testirovanie-tsifrovyh-sistem-zadannyh-vysokourovnevymi-spetsifikatsiyami," Березкин Алексей Владимирович, Федотов Александр Александрович, Филиппов Алексей Семенович"
Адаптивные средства защиты компьютерных систем на основе модифицированных нейронных сетей Кохонена,2014 ,https://cyberleninka.ru/article//article/n/adaptivnye-sredstva-zaschity-kompyuternyh-sistem-na-osnove-modifitsirovannyh-neyronnyh-setey-kohonena," Мухин Вадим Евгеньевич, Корнага Ярослав Игоревич, Стешин Виктор Васильевич"
Оценка вероятности ошибки в канале на основе рекуррентных свойств сверточных кодов,2014 ,https://cyberleninka.ru/article//article/n/otsenka-veroyatnosti-oshibki-v-kanale-na-osnove-rekurrentnyh-svoystv-svertochnyh-kodov, Варгаузин Виктор Анатольевич
Восстановление работоспособности резервированных многоагентных систем,2014 ,https://cyberleninka.ru/article//article/n/vosstanovlenie-rabotosposobnosti-rezervirovannyh-mnogoagentnyh-sistem," Игумнов Алексей Владимирович, Сараджишвили Сергей Эрикович"
"Онтология сборки, конфигурации окружения и запуска программного обеспечения и ее применение при автоматизации развертывания клиентских программ в вычислительных облаках",2014 ,https://cyberleninka.ru/article//article/n/ontologiya-sborki-konfiguratsii-okruzheniya-i-zapuska-programmnogo-obespecheniya-i-ee-primenenie-pri-avtomatizatsii-razvertyvaniya," Кузнецов Андрей Николаевич, Пышкин Евгений Валерьевич"
Проверка корректности поведения HDL-моделей цифровой аппаратуры на основе динамического сопоставления трасс,2014 ,https://cyberleninka.ru/article//article/n/proverka-korrektnosti-povedeniya-hdl-modeley-tsifrovoy-apparatury-na-osnove-dinamicheskogo-sopostavleniya-trass," Иванников Виктор Петрович, Камкин Александр Сергеевич, Чупилко Михаил Михайлович"
"Особенности инструментов для тестирования, применимых при промышленной эксплуатации трейдинговых систем",2014 ,https://cyberleninka.ru/article//article/n/osobennosti-instrumentov-dlya-testirovaniya-primenimyh-pri-promyshlennoy-ekspluatatsii-treydingovyh-sistem," Аверина Анастасия Андреевна, Антонов Николай Андреевич, Иткин Иосиф Леонидович"
Применение симуляторов рынка ценных бумаг для тестирования систем агрегации и распределения информации о котировках (Ticker Plant),2014 ,https://cyberleninka.ru/article//article/n/primenenie-simulyatorov-rynka-tsennyh-bumag-dlya-testirovaniya-sistem-agregatsii-i-raspredeleniya-informatsii-o-kotirovkah-ticker-plant," Булда Алёна Юрьевна, Буянова Ольга Александровна, Зверев Алексей Валерьевич"
Верификация программно-конфигурируемых сетей при помощи системы Uppaal,2014 ,https://cyberleninka.ru/article//article/n/verifikatsiya-programmno-konfiguriruemyh-setey-pri-pomoschi-sistemy-uppaal," Подымов Владислав Васильевич, Попеско Ульяна Владиславовна"
Автоматизация тестирования соответствия реализаций стандарту протокола безопасности транспортного уровня TLS,2014 ,https://cyberleninka.ru/article//article/n/avtomatizatsiya-testirovaniya-sootvetstviya-realizatsiy-standartu-protokola-bezopasnosti-transportnogo-urovnya-tls," Никешин Алексей Вячеславович, Пакулин Николай Витальевич, Шнитман Виктор Зиновьевич"
Разработка прикладного программного обеспечения на платформе. Net с применением аспектно-ориентированного программирования,2013 ,https://cyberleninka.ru/article//article/n/razrabotka-prikladnogo-programmnogo-obespecheniya-na-platforme-net-s-primeneniem-aspektno-orientirovannogo-programmirovaniya," Черменнов Глеб Анатольевич, Ковалевская Елена Владимировна"
Метрики для динамического масштабирования баз данных в облачных средах,2013 ,https://cyberleninka.ru/article//article/n/metriki-dlya-dinamicheskogo-masshtabirovaniya-baz-dannyh-v-oblachnyh-sredah," Бойченко Александр Викторович, Рогожин Дмитрий Константинович, Корнеев Дмитрий Геннадьевич"
"Сетевые коммуникации между учреждениями Департамента Министерства здравоохранения, центральным офисом по закупке лекарств camebu и партнерами в Республике Бурунди",2011 ,https://cyberleninka.ru/article//article/n/setevye-kommunikatsii-mezhdu-uchrezhdeniyami-departamenta-ministerstva-zdravoohraneniya-tsentralnym-ofisom-po-zakupke-lekarstv, Жан-Поль Казунгу
Стандартизация требований к информационным моделям компетенций и связанным объектам,2015 ,https://cyberleninka.ru/article//article/n/standartizatsiya-trebovaniy-k-informatsionnym-modelyam-kompetentsiy-i-svyazannym-obektam, Сутягин Максим Валерьевич
Стандартизация требований к электронным образовательным ресурсам с учетом индивидуальных потребностей и предпочтений обучаемых,2015 ,https://cyberleninka.ru/article//article/n/standartizatsiya-trebovaniy-k-elektronnym-obrazovatelnym-resursam-s-uchetom-individualnyh-potrebnostey-i-predpochteniy-obuchaemyh," Левин Михаил Владимирович, Сосенушкин Сергей Евгеньевич"
Стандартизация требований к системам оценки компетенций и связанных объектов на основе стандарта ISO/IEC 24763,2015 ,https://cyberleninka.ru/article//article/n/standartizatsiya-trebovaniy-k-sistemam-otsenki-kompetentsiy-i-svyazannyh-obektov-na-osnove-standarta-iso-iec-24763," Левин Михаил Владимирович, Сосенушкин Сергей Евгеньевич"
Динамическая верификация гибридных систем,2014 ,https://cyberleninka.ru/article//article/n/dinamicheskaya-verifikatsiya-gibridnyh-sistem, Пакулин Николай Витальевич
Новое поколение систем мониторинга и управления инцидентами безопасности,2014 ,https://cyberleninka.ru/article//article/n/novoe-pokolenie-sistem-monitoringa-i-upravleniya-intsidentami-bezopasnosti," Котенко Игорь Витальевич, Саенко Игорь Борисович, Юсупов Рафаэль Мидхатович"
Исследование нагрузочных способностей компьютерных систем,2014 ,https://cyberleninka.ru/article//article/n/issledovanie-nagruzochnyh-sposobnostey-kompyuternyh-sistem, Бородин Антон Александрович
